session date,observer id,session id,location id,participant id,session start,session end,observer/session/task id,Cosa,Cosa (subcategories),start time,end time,elapsed time,total time,[Con Chi] Paziente,[Con Chi] Parente/badante,[Con Chi] Infermiere,[Con Chi] Medico/consulente,[Con Chi] OSS,[Con Chi] Specializzando,[Con Chi] Tecnico,[Con Chi] Altro,[Come] PC carrello,[Come] PC scrivania,[Come] Documenti,[Come] Telefono,[Come] Altro,Dove,ended by,multi with,num of multitask fragments,num of tasks in multi 1,multi task id 1,multi start 1,multi end 1,num of tasks in multi 2,multi task id 2,multi start 2,multi end 2,total overlapping time,is interrupting task?,interrupted by,num of interrupts,int task id 1,int start 1,int end 1,active 1,active 2,inactive 1,Participant: Age,Participant: Occupation,is session complete?
2018-11-15,33,156,s1,2,11:28:07,11:39:25,33_156_1092,Spostamenti,0,11:28:07,11:28:27,00:00:20,00:00:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33_156_1093,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:20,"","","","",TRUE
2018-11-15,33,156,s1,2,11:28:07,11:39:25,33_156_1093,Terapia,Preparazione farmaco,11:28:27,11:33:51,00:05:24,00:05:24,0,0,0,0,0,0,0,0,1,0,0,0,0,Stanze Servizio,33_156_1095,33_156_1094,1,2,33_156_1094,11:33:19,11:33:50,"","","","",00:00:31,false,"",0,"","","",00:05:24,"","","","",TRUE
2018-11-15,33,156,s1,2,11:28:07,11:39:25,33_156_1094,CuraIndiretta,Altra documentazione,11:33:19,11:33:50,00:00:31,00:00:31,0,0,0,0,0,0,0,0,0,1,0,0,0,Stanze Servizio,user,33_156_1093,1,2,33_156_1093,11:33:19,11:33:50,"","","","",00:00:31,false,"",0,"","","",00:00:31,"","","","",TRUE
2018-11-15,33,156,s1,2,11:28:07,11:39:25,33_156_1095,ComProfessionale,0,11:33:51,11:33:57,00:00:06,00:00:06,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33_156_1096,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:06,"","","","",TRUE
2018-11-15,33,156,s1,2,11:28:07,11:39:25,33_156_1096,Spostamenti,0,11:33:57,11:34:07,00:00:10,00:00:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33_156_1097,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:10,"","","","",TRUE
2018-11-15,33,156,s1,2,11:28:07,11:39:25,33_156_1097,CuraDiretta,0,11:34:07,11:34:33,00:00:26,00:00:26,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,33_156_1098,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:26,"","","","",TRUE
2018-11-15,33,156,s1,2,11:28:07,11:39:25,33_156_1098,CuraDiretta,0,11:34:33,11:35:58,00:01:25,00:01:25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33_156_1099,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:01:25,"","","","",TRUE
2018-11-15,33,156,s1,2,11:28:07,11:39:25,33_156_1099,Spostamenti,0,11:35:58,11:36:08,00:00:10,00:00:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33_156_1100,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:10,"","","","",TRUE
2018-11-15,33,156,s1,2,11:28:07,11:39:25,33_156_1100,Igiene Mani,0,11:36:08,11:36:29,00:00:21,00:00:21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33_156_1101,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:21,"","","","",TRUE
2018-11-15,33,156,s1,2,11:28:07,11:39:25,33_156_1101,CuraIndiretta,Altra documentazione,11:36:29,11:36:39,00:00:10,00:00:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33_156_1102,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:10,"","","","",TRUE
2018-11-15,33,156,s1,2,11:28:07,11:39:25,33_156_1102,Spostamenti,0,11:36:39,11:36:59,00:00:20,00:00:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33_156_1103,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:20,"","","","",TRUE
2018-11-15,33,156,s1,2,11:28:07,11:39:25,33_156_1103,ComProfessionale,0,11:36:59,11:37:16,00:00:17,00:00:17,0,0,0,0,0,1,0,0,0,0,0,0,0,Stanze Servizio,33_156_1104,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:17,"","","","",TRUE
2018-11-15,33,156,s1,2,11:28:07,11:39:25,33_156_1104,Spostamenti,0,11:37:16,11:37:36,00:00:20,00:00:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33_156_1105,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:20,"","","","",TRUE
2018-11-15,33,156,s1,2,11:28:07,11:39:25,33_156_1105,CuraIndiretta,Altra documentazione,11:37:36,11:39:25,00:01:49,00:01:49,0,0,0,0,0,0,0,0,0,1,0,0,0,Stanze Servizio,user,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:01:49,"","","","",TRUE
2018-11-15,33,157,s1,2,11:41:44,11:53:37,33_157_1106,Spostamenti,0,11:41:44,11:41:55,00:00:11,00:00:11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33_157_1107,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:11,"","","","",TRUE
2018-11-15,33,157,s1,2,11:41:44,11:53:37,33_157_1107,CuraIndiretta,Altra documentazione,11:41:55,11:42:42,00:00:47,00:00:47,0,0,0,0,0,0,0,0,0,1,0,0,0,0,33_157_1108,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:47,"","","","",TRUE
2018-11-15,33,157,s1,2,11:41:44,11:53:37,33_157_1108,Terapia,Lettura prescrizione,11:42:42,11:43:57,00:01:15,00:01:15,0,0,0,0,0,0,0,0,0,1,0,0,0,Stanze Servizio,33_157_1109,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:01:15,"","","","",TRUE
2018-11-15,33,157,s1,2,11:41:44,11:53:37,33_157_1109,CuraIndiretta,Altra documentazione,11:43:57,11:44:18,00:00:21,00:00:21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33_157_1110,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:21,"","","","",TRUE
2018-11-15,33,157,s1,2,11:41:44,11:53:37,33_157_1110,CuraIndiretta,Altra documentazione,11:44:18,11:44:52,00:00:34,00:00:34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33_157_1111,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:34,"","","","",TRUE
2018-11-15,33,157,s1,2,11:41:44,11:53:37,33_157_1111,Spostamenti,0,11:44:52,11:45:15,00:00:23,00:00:23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33_157_1112,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:23,"","","","",TRUE
2018-11-15,33,157,s1,2,11:41:44,11:53:37,33_157_1112,Terapia,Allestimento/Riordino/smaltimento,11:45:15,11:46:37,00:01:22,00:01:22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33_157_1114,33_157_1113,1,2,33_157_1113,11:45:33,11:46:37,"","","","",00:01:04,false,"",0,"","","",00:01:22,"","","","",TRUE
2018-11-15,33,157,s1,2,11:41:44,11:53:37,33_157_1113,ComProfessionale,0,11:45:33,11:46:37,00:01:04,00:01:04,0,0,0,0,1,0,0,0,0,0,0,0,0,Stanze Servizio,33_157_1114,33_157_1112,1,2,33_157_1112,11:45:33,11:46:37,"","","","",00:01:04,false,"",0,"","","",00:01:04,"","","","",TRUE
2018-11-15,33,157,s1,2,11:41:44,11:53:37,33_157_1114,Terapia,Preparazione farmaco,11:46:37,11:46:58,00:00:21,00:00:21,0,0,0,0,0,0,0,0,0,0,0,0,0,Stanze Servizio,33_157_1115,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:21,"","","","",TRUE
2018-11-15,33,157,s1,2,11:41:44,11:53:37,33_157_1115,Terapia,Somministrazione iniettabili,11:46:58,11:48:09,00:01:11,00:01:11,0,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,33_157_1116,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:01:11,"","","","",TRUE
2018-11-15,33,157,s1,2,11:41:44,11:53:37,33_157_1116,ComProfessionale,0,11:48:09,11:48:17,00:00:08,00:00:08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33_157_1117,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:08,"","","","",TRUE
2018-11-15,33,157,s1,2,11:41:44,11:53:37,33_157_1117,ComProfessionale,0,11:48:17,11:48:29,00:00:12,00:00:12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33_157_1118,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:12,"","","","",TRUE
2018-11-15,33,157,s1,2,11:41:44,11:53:37,33_157_1118,ComProfessionale,0,11:48:29,11:49:54,00:01:25,00:01:25,0,0,0,0,1,0,0,0,0,0,0,0,0,Stanze Servizio,33_157_1119,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:01:25,"","","","",TRUE
2018-11-15,33,157,s1,2,11:41:44,11:53:37,33_157_1119,ComProfessionale,0,11:49:54,11:50:55,00:01:01,00:01:01,0,0,0,0,0,0,0,0,0,0,0,1,0,Stanze Servizio,33_157_1120,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:01:01,"","","","",TRUE
2018-11-15,33,157,s1,2,11:41:44,11:53:37,33_157_1120,ComProfessionale,0,11:50:55,11:51:05,00:00:10,00:00:10,0,0,0,1,0,0,0,0,0,0,0,0,0,Corridoio,33_157_1121,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:10,"","","","",TRUE
2018-11-15,33,157,s1,2,11:41:44,11:53:37,33_157_1121,Spostamenti,0,11:51:05,11:51:23,00:00:18,00:00:18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33_157_1122,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:18,"","","","",TRUE
2018-11-15,33,157,s1,2,11:41:44,11:53:37,33_157_1122,ComProfessionale,0,11:51:23,11:52:16,00:00:53,00:00:53,0,0,0,0,0,1,0,0,0,0,0,0,0,Stanze Servizio,33_157_1123,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:53,"","","","",TRUE
2018-11-15,33,157,s1,2,11:41:44,11:53:37,33_157_1123,ComProfessionale,0,11:52:16,11:52:29,00:00:13,00:00:13,0,0,0,0,1,0,0,0,0,0,0,0,0,Corridoio,33_157_1124,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:13,"","","","",TRUE
2018-11-15,33,157,s1,2,11:41:44,11:53:37,33_157_1124,Spostamenti,0,11:52:29,11:52:45,00:00:16,00:00:16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33_157_1125,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:16,"","","","",TRUE
2018-11-15,33,157,s1,2,11:41:44,11:53:37,33_157_1125,ComProfessionale,0,11:52:45,11:53:03,00:00:18,00:00:18,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,33_157_1126,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:18,"","","","",TRUE
2018-11-15,33,157,s1,2,11:41:44,11:53:37,33_157_1126,Igiene Mani,0,11:53:03,11:53:37,00:00:34,00:00:34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,user,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:34,"","","","",TRUE
